id,qid1,qid2,sentence1,sentence2,is_duplicate
993,1981,1982,A man is karate kicking at another man wearing protective boxing gloves.,A man is kick boxing with a trainer.,1
994,1983,1984,The man is playing the wooden flute.,A little boy is vacuuming the floor.,0
995,1985,1986,A young woman is playing a guitar.,A woman cuts up some meat.,0
996,1987,1988,The men are playing soccer.,A man is riding a motorcycle.,0
997,1989,1990,A woman is running on the beach.,A dog is swimming in a pool.,0
998,1991,1992,A man is straining pasta.,A man plays a wooden flute.,0
999,1993,1994,Panda's play on a swing.,A man is playing guitar.,0
1000,1995,1996, A blue motorcycle is parked on the on the sidewalk., A blue moped parked on the sidewalk.,1
1001,1997,1998,Two green and white trains sitting on the tracks.,Two green and white trains on tracks.,1
1002,1999,2000,A small white cat with glowing eyes standing underneath a chair.,A white cat stands on the floor.,0
1003,2001,2002,A large boat in the water at the marina.,A large boat on the sea.,1
1004,2003,2004,bus driving in a street.,Red double decker bus driving down street.,1
1005,2005,2006,A passenger train waiting in a station.,A passenger train sits in the station.,1
1006,2007,2008,a woman at a dinner table writing on her notebook.,Woman at table busy with something.,0
1007,2009,2010,An Apple computer sitting on the floor.,A Macintosh computer sitting on the floor.,0
1008,2011,2012,A close-up of a brown horse's head.,A side view of a horse's head.,0
1009,2013,2014,A group of people eat at a table outside.,Group of elderly people sitting around a table.,0
1010,2015,2016,A jockey riding a horse.,A jockey riding a horse in a pen.,0
1011,2017,2018,man is riding a motorcycle down the road.,A man is riding a red motorcycle on the road.,1
1012,2019,2020,A woman riding a brown horse.,A young girl riding a brown horse.,1
1013,2021,2022,kid jumping a ledge with a bike.,A black and white cat playing with a blanket.,0
1014,2023,2024,black dog standing in front of yellow flowers.,A black dog standing in a field.,0
1015,2025,2026,Close up of a bottle of water.,A close up view of a bottle of water.,1
1016,2027,2028,A close up of a brown faced cat.,A close up of an ostrich face.,0
1017,2029,2030,sheep standing in afield.,A sheep grazing in a field.,0
1018,2031,2032,A longed-haired cat with it's eyes closed.,A close up of a cat with its eyes closed.,0
1019,2033,2034,A woman in a gray shirt smiles for the camera while the woman behind her makes a face.,A woman with a surprised look on herface is holding a smiling woman from behind.,0
1020,2035,2036,A silver and blue Amtrak train on the tracks near a small train station.,A small white car parked at the gas station.,0
1021,2037,2038,person in a blue shirt reclines near a coffee table and television.,A person stands on the motorcycle seat and pops a wheelie.,0
1022,2039,2040,A black and white photo of a woman showing a horse.,a black and white photo of cows in their stalls.,0
1023,2041,2042,A dark brown horse standing in a field.,A brown horse stands in a lush green field.,1
1024,2043,2044,pitched tent with a horse in the background.,A black and white lamb with other lambs in the background.,0
1025,2045,2046,group of people sitting around a table with food on it.,A group of people sit around a table with food and beer.,1
1026,2047,2048,A brown horse stands in a lush green field.,A brown horse in a green field.,1
1027,2049,1919,black and white cow in hay.,A black and white cow in a pen with hay.,0
1028,2050,2051,elderly woman stands in a kitchen with two cats at her feet.,"The old lady is standing in the kitchen with two cats at herfeet.""",1
1029,2052,2053,school bus is driving uphill on a rural road.,A race care driving along a dirt road.,0
1030,2054,2055,Camouflage airplane sitting on grassy field.,A camouflaged plane sitting on the green grass.,1
1031,2056,2057,Three young women standing in a room together.,Two Indian women with two Indian girls near the water.,0
1032,2058,2059,double decker bus driving through the streets.,Double decker passenger bus driving with traffic.,1
1033,2060,2061,A white sheep on a hillside looking at the camera.,The skinny cows are standing on the grass.,0
1034,2062,2063,A group of sheep in a field.,A group of horses grazing in a field.,0
1035,2064,2065,close-up,close-up,1
1036,2066,2067,crowded office desk with computer monitor on.,Messy computer desk with two monitors.,0
1037,2068,2069,A man sitting in a cluttered room.,A man lies in a bed in a cluttered room.,0
1038,2070,2071,Two white cows in a green pasture.,The tan horse is in the pasture.,0
1039,2072,2073,Black cow walking under trees in pasture.,Cow walking under the tree in a pasture.,1
1040,2074,2075,Two people sitting at a table at a restaurant.,four people sitting at a table.,0
1041,2076,2077,A smiling woman with a beer sitting outside with another smiling woman.,Two women sitting outside laughing.,1
1042,2078,2079,A bird holding on to a metal gate.,A multi-colored bird clings to a wire fence.,0
1043,2080,2081,The skinny cows are standing on the grass.,The white ducks are standing on the ground.,0
1044,2082,2083,A women laying across two men sitting on a sofa.,A man and two women smiling at the camera while sitting on a blue sofa.,0
1045,2084,2085,a woman with a big necklace.,A young woman with a black top and a necklace.,0
1046,2086,2087,Brown cow with horns standing in a field.,Brown horse standing in middle of grassy field.,0
1047,2088,2089,A cruise liner docked at the shoreline.,A cruise ship docked at shore.,1
1048,2090,2091,Black and white cat lying under bush.,The black and white cat with yellow eyes lounges in the dirt.,0
1049,2092,2093,Brown and white cow standing in grass at side of road.,A brown and white cow standing in a grassy area with trees behind.,1
1050,2094,2095,A small dog looking up at the camera while standing on grass.,"A man and women smiling at the camera while standing in akitchen.""",0
1051,2096,2097,A tan calf with a yellow tag on his left ear looking at the camera.,"A man with glasses and two plastic bottles in theforeground.""",0
1052,2098,2099,and white photo of couch with purse at one end.,a black and white photo of a cow under a tree.,0
1053,2100,2101,Two men on boat floating on the water.,Large green boat floating on water.l.,0
1054,2102,2103,This is a rear view of a Chevrolet sports car.,The rear view of a red Chevrolet concept car.,0
1055,2104,2105,A person wearing a helmet rides a bike near a white structure.,"A person wearing a bike helmet rides a bike on a path throughtrees.""",0
1056,2106,2107,A black and white photo of an old train station.,A black and white photo of a motorcycle laying on the ground.,0
1057,2108,2109,A grey and white tabby cat is sleeping on purple fabric.,Black and white cat sleeping on a brown tarp.,0
1058,2110,2111,woman holding a small baby.,A smiling woman holding a small baby.,1
1059,2112,2113,Group of horses grazing in grassy field.,A group of horses grazing in a field.,1
1060,2114,2115,Three men are sitting down at a table that has drinks on it.,Three men sitting at the table with beer and food.,1
1061,2116,2117,Two people dressed in white standing on a grass field.,A person is standing underneath an overpass near a highway.,0
1062,2118,2119,An orange tabby cat sleeping on the sofa.,A man is watching TV on the foot of his bed.,0
1063,2120,2121,Two Eagles perched on a branch.,Two bald eagles perched on a branch.,1
1064,2122,2123,A striped cat laying down on a bag of cat litter.,Domestic cat laying on back of cat litter.,1
1065,2124,2125,A man and small child in a living room posing for the camera.,A man and woman are posing for the camera.,0
1066,2126,2127,home office with three computer monitors and other equipment on a desk.,Room with several computer monitors.,1
1067,2128,2129,Five birds stand on the snow.,Several cardinals stand in the snow.,0
1068,2130,2131,A black vehicle parked with a vies of low-lying mountains.,A black car parked in the dirt out in the country.,0
1069,2132,2133,A passenger train in the snow.,A passenger train waiting in a station.,1
1070,2134,2135,black bird is sitting on the ground.,A blackbird sitting on the ground.,0
1071,2136,2137,black and white bull is looking at the camera.,A black and white dog looking at the camera.,0
1072,2138,2139,A young girl riding a white and grey horse.,A young blonde girl in riding gear sits on top of a gray and white horse.,1
1073,2140,2141,A black and white sheep is walking next to a white sheep.,Little black and white calf with a tag on its ear.,0
1074,2142,2143,living room with a dining table in the background.,A boy doing a wheelie on a plank with the beach in the background.,0
1075,2144,2145,The dining room table gets some afternoon sun.,Dining room with wooden dining table set with playmates.,0
1076,2146,2147,A red moped parked on a sidewalk in front of graffiti.,The red scooter is sitting on the street in front of the building.,0
1077,2148,2149,The seagull is floating on the water.,A little bird floating in the water.,1
1078,2150,2151,black dog stands next to materials at a construction site.,"An Asian toddler girl sits next to a pot of flowers on a marblepost.""",0
1079,2152,2153,A woman posing in front of an apartment building in the snow.,A woman stands in front of a building in the snow.,1
1080,2154,2155,cows are grazing beside the road.,Several sheep grazing in the field.,0
1081,1863,2156,Two mountain goats grazing in front of an alpine lake.,Two animals grazing next to a mountain,1
1082,2157,2158,Black and white cows behind a fence.,Two black and white cows behind a metal gate against a partly cloudy blue sky.,1
1083,2159,2160,passenger train waiting in a station.,A passenger train waiting at the city train station.,0
1084,2161,2162,A white animal running through snow covered woods.,A white dog runs through a snow covered wood.,1
1085,2163,2164,man sitting on the grass looking toward the sky.,The train is riding on the tracks in the snow.,1
1086,2165,2166,black,black,1
1087,2167,2168,A silver bicycle is parked in a living room.,A bicycle in a dining room.,1
1088,2169,2170,Black train on train tracks.,A train on the train tracks.,1
1089,2171,2172,Black train on train tracks.,A train on the train tracks.,1
1090,2173,2174,orange tabby cat sleeping on the sofa.,Man wearing a bib sitting on a green couch.,1
1091,2175,2176,The bald eagle is perched on a rope.,Two bald eagles perched on a branch.,1
1092,2177,2178,couple posing for a picture on a couch.,Young couple sitting on couch.,1
1093,2179,2180,men are playing a guitar and having a drink.,There is a young boy with a red and blue jacket on feeding a sheep.,0
1094,2181,2182,Two cats sitting together on the sofa looking out the window.,Two cats are looking at a window.,1
1095,2183,2184,Red double decker bus.,Red double decker bus with hood up.,1
1096,2185,2186,close-up of an animal with a long face standing on grass near a tree.,"A close-up of a woman with black boots next to a bluemotorcycle.""",0
1097,2187,2188,A brown and white dog sits on a floral-patterned chair.,A small orange and white dog with a collar and a bell relaxes on a flower print pillow.,0
1098,2189,2190,A group of people sitting at a restaurant table.,A group of people sitting around a table with food on it.,1
1099,2191,2192,sheep on to of a cliff looking at the camera.,Two sheep are standing,0
1100,2193,2194,A black and white photo of an empty train station.,a black and white photo of a cat lying down.,0
1101,2195,2196,A row of locomotives on a siding in a field.,A dark brown horse standing in a field.,0
1102,2197,2198,A white Apple computer sits on the beige carpeting of a bedroom.,An Apple computer sitting on the floor.,0
1103,2199,2200,a dog napping under a small table.,A dog sleeping under a table.,1
1104,2201,2202,A boat with four sails is sailing on water.,Sail boat sailing on the water.,1
1105,2203,2204,Red sports car racing down track.,A red sports car driving quickly on a track.,1
1106,2205,2206,Black bird sitting on a concrete slab.,Small dog sitting next to white wall.,0
1107,2207,2208,A Victory Liner bus is white with red and gold stripes.,A white tour bus with red,0
1108,2209,2210,Red double decker bus on side of street.,A red double decker bus on a city street.,0
